MSUSAM,MSUTDK,MSSWIT,MSJPAN,MSCNDA,MSAUST,MSNZEA,MSSWDN,MSNWAY,MSDNMK,MSGERM,MSITAL,MSFRNC,MSNETH,MSBELG,MSFIND,MSEIRE,MSHGKG,MSSARF,MSSING,MSASTR,MSINDI,MSINDF,MSMALF,MSMEXF,MSPHLF,MSPLND,MSPORD,MSKORE,MSSPAN,MSTAIW,MSTHAF,MSBRAZ,MSISRL
4274.448,4438.767,4769.106,5369.602,2450.995,1146.547,141.048,16958.676,2587.789,5745.316,3988.455,939.48,4760.118,9659.573,6253.578,1559.6,418.526,19880.897,191.689,4607.067,1456.04,162.706,190.93,274.764,2150.746,217.871,571.781,188.876,161.85,2296.045,402.857,146.307,1233.534,201.734
4161.501,4288.897,5033.177,5096.839,2405.521,1106.652,128.256,16214.985,2695.626,6135.336,3865.609,981.062,4889.264,9923.244,6492.864,1417.843,396.129,17612.19,186.451,3746.649,1508.195,143.398,141.505,283.267,1933.241,196.727,570.004,187.893,159.511,2228.305,411.18,115.679,1218.802,210.811
4261.432,4328.873,5228.905,5447.801,2708.193,1268.223,135.905,15958.136,2919.953,6128.464,3855.597,1048.134,5075.429,10477.956,6934.158,1390.529,385.422,18982.181,197.967,4252.918,1560.006,158.694,157.932,253.65,2174.039,198.386,577.328,198.974,181.89,2290.766,382.35,120.39,1369.287,226.453
4185.351,4358.265,5247.746,4820.966,2790.808,1191.94,132.579,15397.575,2890.689,6258.214,3842.299,1004.575,4994.129,10026.534,7018.599,1218.552,361.79,20271.182,193.876,4255.148,1560.197,141.5,148.485,242.03,2124.473,169.796,551.744,194.776,152.711,2231.304,373.26,93.554,1355.38,229.142
4403.062,4404.546,5131.699,5133.643,3036.521,1205.437,123.061,15215.946,3065.242,6622.64,3666.807,991.854,4874.017,10014.369,6903.977,1187.844,364.006,20455.088,215.175,4401.264,1517.398,147.777,150.282,239.912,2223.896,183.787,524.116,187.989,147.862,2188.08,349.759,106.62,1389.776,262.857
4163.637,4283.913,4851.2,4879.118,2730.337,1153.274,110.789,13233.843,3003.371,6497.717,3476.383,934.579,4564.718,9631.993,6627.456,1084.555,391.426,18782.584,202.719,4028.49,1525.566,131.679,129.549,211.318,2051.977,169.664,462.776,185.328,129.469,2210.627,293.527,85.708,1301.095,270.036
4134.069,4314.24,4895.257,4596.729,2492.21,1079.838,102.475,12347.054,2924.197,6201.391,3502.764,957.132,4456.764,9557.058,6534.732,1079.188,392.629,17525.041,186.097,4025.275,1443.117,120.409,114.441,225.453,2096.426,140.546,412.342,167.504,104.988,2048.843,255.469,82.903,1199.287,237.442
3807.643,4060.54,5102.521,4406.296,2269.298,1104.706,108.815,11137.45,2819.17,5895.795,3246.557,976.121,4250.866,9481.838,6315.761,1093.619,382.464,16910.765,173.195,3950.957,1388.803,129.145,117.564,220.211,1882.546,155.604,452.297,168.762,98.102,1900.813,235.774,86.307,1065.183,205.958
3801.778,4338.29,5575.773,4138.857,2319.254,1144.74,108.782,11486.597,2944.554,6114.477,3523.562,997.744,4586.859,9970.487,6891.032,1167.17,409.151,18613.259,193.525,3974.864,1522.36,128.478,106.516,204.718,1838.072,170.248,545.78,182.473,94.371,2061.685,216.621,82.246,1215.556,228.612
3940.799,4266.842,5457.706,4089.682,2432.939,1190.977,119.23,12379.819,2996.611,6831.821,3655.034,1015.165,4595.985,9903.133,6717.062,968.379,415.493,19155.872,205.069,3986.821,1567.358,139.776,117.49,220.986,2115.28,202.14,539.133,193.944,120.342,2259.843,279.973,107.641,1377.035,227.463
3588.647,3984.492,5097.269,3905.828,2045.501,1137.805,112.057,10365.148,2947.352,6213.979,3359.451,913.206,4081.088,9259.763,6724.971,660.843,411.765,18718.254,205.904,3893.704,1669.192,134.69,116.127,215.891,1970.736,191.812,475.114,182.079,111.791,2131.849,259.68,103.652,1235.316,194.507
3359.872,3804.623,4601.655,3792.919,1858.976,1018.786,112.616,8060.633,2714.256,5632.015,3008.148,855.713,3797.308,8424.865,6119.18,677.379,380.397,16746.421,178.052,3237.268,1590.229,110.976,94.453,196.959,1907.293,168.108,442.845,165.496,96.686,2013.156,255.681,86.102,1095.243,157.849
3621.65,4043.333,4725.202,4050.79,1991.653,1138.834,124.037,9298.254,2923.479,5786.05,3219.865,903.144,4138.731,9025.392,6076.247,902.705,396.571,16741.277,198.944,3275.035,1627.39,108.469,79.09,176.903,2090.144,161.787,464.817,166.266,110.218,2112.748,237.629,88.491,1151.313,179.394
3643.445,3908.827,4670.336,4041.107,2028.982,1145.562,112.325,8789.181,2909.669,5783.622,3021.649,827.03,3878.715,8695.534,5824.014,800.431,409.411,16551.804,210.464,3139.067,1534.882,112.837,97.252,172.88,2264.283,165.052,474.333,150.434,118.565,1970.445,221.304,89.283,1091.743,170.936
3560.065,3775.585,4477.052,3800.541,1952.276,1183.7,114.757,8310.765,2808.24,5683.484,3005.458,794.532,3737.324,8490.314,5992.442,647.542,421.102,15666.82,202.899,3191.635,1499.278,107.006,102.764,179.423,2299.503,163.594,409.54,139.965,111.873,1831.187,214.714,91.306,1075.684,169.853
3526.865,3779.322,4433.875,3517.391,1943.584,1122.626,118.763,8383.923,2781.224,5878.527,3019.375,811.526,3755.895,8417.506,6386.623,632.905,411.6,15633.135,178.962,3152.509,1607.982,103.506,125.053,202.504,2223.172,156.425,363.47,145.142,103.899,1826.662,192.431,81.916,998.787,170.129
3292.648,3743.486,4429.637,3429.435,1838.407,1129.913,122.832,7910.315,2740.915,5556.749,2804.191,803.202,3627.478,8389.005,6513.912,490.427,402.971,14557.801,187.493,3184.335,1615.799,102.064,130.87,212.774,2165.513,149.014,346.528,140.162,107.341,1858.235,199.53,98.128,913.635,151.803
3040.927,3497.203,4225.197,3111.391,1667.555,989.585,102.44,6634.019,2334.946,5070.537,2348.639,692.546,3203.475,7271.367,5891.442,487.151,353.992,12310.163,159.005,2533.637,1463.528,87.862,105.244,190.423,1827.985,136.815,311.966,139.719,89.902,1646.731,156.283,80.37,761.231,123.542
3085.453,3564.701,4221.508,3104.92,1669.882,1077.369,109.911,7139.236,2366.961,5172.2,2451.925,714.636,3364.088,7295.725,5695.523,610.552,360.85,12737.741,162.108,2555.938,1363.059,93.744,95.282,185.035,1943.263,119.653,390.905,144.605,103.996,1722.36,172.823,77.128,803.315,134.36
3323.252,3642.407,4313.433,3138.577,1823.667,1161.788,121.174,8184.174,2481.351,5229.042,2667.151,727.902,3463.252,7621.071,5879.637,671.467,378.632,14414.08,166.445,2750.587,1430.331,103.342,91.759,196.705,2010.832,132.445,399.711,143.239,130.33,1837.37,196.509,88.383,883.795,149.513
3344.37,3728.844,4400.502,2926.88,1853.024,1175.192,119.121,8412.686,2600.205,5234.781,2748.614,737.326,3573.616,7814.935,6190.151,725.83,398.099,15148.618,160.227,3044.022,1445.54,103.487,97.48,214.049,2178.963,137.404,396.017,143.063,140.339,1834.739,239.305,86.565,1009.02,157.415
3297.208,3571.653,4156.265,2697.803,1839.669,1178.379,124.539,7611.358,2500.85,4956.312,2624.34,711.155,3346.798,7510.196,5860.144,664.478,343.326,14879.965,167.297,3415.419,1450.646,105.312,119.057,225.442,2369.072,160.603,447.15,133.756,151.269,1697.943,250.482,102.958,944.968,149.621
3232.827,3554.423,4276.276,2809.885,1820.756,1186.132,121.576,7773.655,2596.226,5075.234,2589.72,709.516,3375.386,7530.657,5797.071,632.088,313.485,14301.344,176.259,3284.205,1492.998,111.946,120.464,221.827,2308.679,164.678,414.241,130.952,166.817,1722.046,238.586,111.682,1079.682,131.475
3353.375,3718.913,4553.756,2973.761,1886.592,1228.464,126.722,8074.06,2817.958,5275.622,2797.28,754.643,3554.38,8186.486,5934.2,639.859,334.109,15168.552,179.79,3450.118,1598.425,111.309,135.114,239.899,2555.671,165.663,410.039,137.5,181.914,1758.147,259.981,111.427,1080.605,131.58
3135.884,3730.775,4684.798,3146.886,1872.031,1213.412,127.104,7313.866,2840.056,5088.723,2716.873,760.409,3501.528,8157.761,6209.043,530.281,340.608,16029.234,196.016,3350.307,1718.182,106.388,160.291,253.261,2514.184,151.855,425.462,139.124,181.91,1807.514,254.349,111.595,1071.34,108.577
3112.559,3669.779,4866.948,3343.084,1913.117,1289.579,142.767,7219.735,2919.84,5208.866,2693.572,747.341,3520.247,8221.346,6404.864,493.841,357.568,15371.777,215.738,3287.211,1735.154,99.704,171.684,236.286,2312.014,144.931,437.534,140.657,182.518,1815.727,244.267,125.931,991.681,114.111
2875.354,3514.789,4673.944,3168.994,1805.303,1227.987,140.642,7032.68,2836.506,5272.172,2614.951,753.694,3422.83,7969.007,6295.121,500.356,338.099,14442.02,193.89,3081.875,1755.569,102.713,161.083,232.995,2076.78,125.932,376.958,139.407,175.759,1649.614,223.842,119.072,809.138,109.253
2668.65,3278.182,4112.068,2948.876,1602.597,1135.963,129.62,6004.111,2550.163,4599.705,2183.234,677.437,2964.666,6552.012,5437.114,428.29,296.831,13846.859,163.45,3019.358,1591.645,95.463,149.782,232.484,1929.706,122.218,329.581,122.28,171.139,1476.909,210.107,112.49,574.843,112.835
2681.354,3243.989,4106.56,2917.643,1622.85,1164.471,136.611,5972.137,2503.25,4747.559,2192.703,686.909,2917.62,6690.759,5473.385,445.812,310.988,13170.406,169.076,3012.779,1589.919,101.414,144.938,230.057,1978.289,117.966,355.966,122.299,171.878,1543.224,199.899,108.45,705.842,113.119
2378.786,2908.199,3838.026,2789.275,1492.735,1101.353,135.694,4961.962,2180.681,4112.181,1658.749,592.227,2470.17,5499.677,4564.759,428.012,268.083,12230.787,169.342,2669.93,1495.448,96.49,135.53,206.595,1765.582,119.642,330.819,98.627,147.498,1293.435,169.684,98.626,492.259,104.164
2594.869,3136.094,3968.278,2595.206,1538.213,1161.262,145.219,5761.617,2290.016,4225.458,1890.656,641.339,2791.179,6219.442,4957.242,522.73,301.596,12671.018,176.859,2926.564,1517.536,96.377,111.81,215.537,1881.792,105.897,390.739,109.35,154.744,1485.34,188.407,107.365,632.611,106.906
2751.065,3230.482,4067.543,2700.473,1628.53,1193.907,143.637,6591.881,2483.514,4397.021,1997.784,701.253,2909.12,6585.729,5163.37,591.85,313.717,13463.746,193.923,2772.057,1513.852,106.404,125.109,206.939,1970.752,102.609,400.589,123.394,174.493,1636.203,192.378,111.345,639.993,121.213
2584.929,3160.764,3962.327,2630.935,1616.177,1171.921,150.203,5883.395,2426.841,4416.46,1844.45,690.695,2829.057,6231.49,5309.472,508.535,293.636,12454.254,205.081,2707.759,1695.351,112.154,139.225,212.641,1888.874,97.59,401,124.187,152.441,1560.783,180.788,110.447,699.732,108.325
2522.505,2937.851,3826.958,2524.337,1661.775,1193.008,156.538,5802.459,2289.087,4222.652,1800.706,680.231,2734.665,5840.93,5018.851,457.638,302.05,12524.881,197.833,2589.298,1729.224,107.529,121.882,220.883,1789.228,101.888,381.596,122.175,145.828,1579.736,202.741,118.393,676.456,107.341
2484.112,2890.517,3624.311,2539.222,1720.461,1177.557,155.857,5766.696,2062.766,4031.862,1676.095,701.369,2600.651,5409.531,4444.333,440.826,293.188,12373.115,199.755,2563.826,1754.386,109.065,126.545,214.863,1747.57,95.335,367.515,112.576,139.403,1601.893,178.32,115.147,650.819,107.998
2507.246,2887.721,3609.931,2427.136,1698.68,1221.816,159.662,5629.963,2075.102,4407.897,1612.966,646.048,2504.303,5255.156,4395.36,455.665,308.175,11733.109,189.949,2526.22,1782.413,100.935,127.944,210.222,1777.026,97.704,346.774,117.185,126.247,1589.655,175.694,118.591,740.454,116.171
2716.722,3188.099,4036.014,2408.211,1806.891,1318.803,168.155,6838.283,2410.568,4980.403,1995.12,734.403,2898.567,5945.599,5194.896,545.55,343.119,11717.091,201.097,2548.795,1921.007,96.523,153.552,209.577,2039.837,104.508,389.27,125.523,144.175,1814.162,170.821,123.032,896.302,133.439
2862.49,3383.795,4287.146,2525.231,1962.052,1364.034,182.68,7142.525,2675.071,5324.753,2128.993,819.344,3112.065,6324.618,5748.974,572.074,354.584,12716.002,207.412,2780.085,2027.935,104.39,179.921,223.926,2096.353,103.648,424.86,137.903,153.006,1901.163,188.668,138.247,917.858,148.691
2897.97,3412.79,4282.892,2711.492,2014.731,1419.681,194.539,7190.092,2674.468,5301.997,2239.22,807.388,3163.25,6372.927,5753.676,540.571,350.378,12887.139,215.794,2941.176,2092.113,119.296,189.514,232.156,2180.562,120.658,424.95,138.113,165.094,1962.393,203.007,152.852,919.355,162.619
2951.784,3434.062,4451.61,2821.545,2021.503,1415.242,187.549,7649.989,2843.268,5194.732,2371.823,805.319,3219.28,6658.732,5886.235,525.418,350.474,13707.149,230.273,3158.393,2079.052,127.459,179.83,243.172,2274.054,120.651,475.438,133.639,183.14,2000.62,228.191,156.84,970.045,154.279
3007.171,3410.616,4410.973,3118.913,2127.623,1450.793,190.453,7780.617,2893.559,5658.81,2332.349,779.232,3242.851,6807.223,5788.388,558.456,356.383,15392.02,245.251,3279.689,2069.1,143.917,183.085,250.011,2235.774,114.26,540.071,136.941,193.717,1970.769,248.571,174.213,1068.169,156.602
2972.457,3531.194,4603.111,3305.05,2164.844,1509.556,201.911,8041.772,2866.831,5871.918,2315.285,809.099,3256.712,6717.254,6141.635,535.884,364.951,16253.494,248.452,3384.944,2189.029,152.21,216.498,246.012,2281.045,125.806,485.276,149.285,181.266,1963.18,250.084,189.925,1087.546,155.585
3142.133,3771.08,4705.327,3456.341,2311.168,1637.495,206.94,8729.766,3230.402,6246.829,2590.942,848.669,3479.337,7128.464,6437.765,592.931,376.086,16950.889,274.173,3585.033,2309.205,168.161,222.573,278.124,2339.112,134.451,505.909,153.051,201.944,2098.865,267.25,201.415,1205.662,163.055
3172.555,3883.079,4956.298,3349.682,2380.493,1634.583,221.426,9032.853,3378.808,6217.598,2728.723,916.762,3658.977,7378.691,6664.48,625.73,381.954,16858.918,294.526,3557.498,2478.235,172.275,220.208,267.403,2426.231,124.656,481.688,166.544,201.592,2204.353,251.612,206.145,1277.863,171.668
3337.41,4174.041,5349.206,3582.084,2510.825,1773.777,236.966,9771.235,3629.456,6635.586,3039.512,959.732,3989.923,8056.386,7268.736,612.734,422.347,17199.525,299.138,3725.839,2675.001,200.042,248.097,269.23,2508.7,139.324,543.279,179.222,207.231,2484.887,257.711,270.103,1504.477,170.657
3397.874,4161.313,5488.946,3646.898,2537.856,1771.312,245.281,10140.479,3657.6,6938.043,3074.307,979.318,4020.031,8022.448,7601.933,691.968,438.347,18875.979,296.979,3913.47,2909.837,195.205,273.348,280.549,2722.143,145.39,549.96,183.294,229.054,2512.615,280.281,247.203,1444.002,183.729
3439.102,4351.593,5524.895,3636.244,2593.58,1855.503,248.94,10669.626,4033.415,7341.201,3048.792,990.055,4122.311,8148.796,7926.639,735.847,434.635,19486.325,314.485,3958.372,2982.033,192.771,273.73,302.968,2873.213,140.322,572.738,199.663,237.547,2612.578,291.346,251.148,1498.242,191.524
3384.481,4249.56,5388,4125.806,2581.926,1884.604,255.701,10477.767,3992.336,7089.764,2904.779,956.156,3975.914,7745.732,7497.802,710.461,447.339,18321.783,326.473,3939.927,3117.593,197.3,262.329,308.614,3007.999,134.672,589.068,195.756,246.827,2503.214,283.884,236.349,1498.302,189.173
3332.517,4219.611,5478,3902.178,2367.307,1773.538,241.804,10499.143,3879.245,6989.17,2924.403,969.765,3930.488,7738.267,7533.972,555.167,451.604,17432.824,283.228,3875.488,3136.486,194.06,282.229,287.434,2792.715,148.507,569.199,194.835,231.172,2476.437,264.825,234.56,1278.254,191.109
3376.846,4311.66,5523.691,3765.293,2431.264,1785.286,239.424,10683.396,4109.611,7019.764,2937.654,983.651,4057.188,7900.899,7773.933,549.253,455.978,17499.864,303.971,3801.261,3163.133,163.495,252.335,275.272,2826.561,144.899,575.972,190.322,215.87,2489.682,257.755,232.126,1256.892,192.118
3440.639,4312.444,5525.822,3968.165,2535.426,1784.994,252.713,11013.744,4263.116,7428.216,3024.615,1020.477,4136.508,8047.501,8018.17,572.062,480.473,17496.581,307.621,3853.361,3347.605,164.115,250.989,278.486,2876.712,152.146,606.476,195.688,210.614,2521.71,250.733,233.68,1319.232,203.556
3323.49,4269.551,5338.066,3732.937,2538.187,1790.767,263.275,10527.725,4178.306,7287.62,2876.191,995.57,4008.303,7684.164,7915.085,501.024,466.163,17732.645,310.839,3958.67,3409.031,175.835,271.905,282.561,2832.179,151.556,598.036,186.618,193.499,2465.305,232.001,228.104,1430.189,180.616
3340.507,4294.034,5274.172,3760.016,2539.792,1827.343,265.637,10701.512,4281.751,7422.734,2822.238,985.823,4001.523,7673.551,8285.928,505.653,482.457,18993.127,322.295,4049.919,3403.825,175.781,269.313,280.409,2867.995,148.695,610.509,188.158,211.836,2469.379,249.478,226.378,1520.515,171.37
3377.187,4432.157,5407.524,3672.595,2732.967,1949.233,283.221,11537.384,4776.248,7886.477,2971.238,1041.953,4137.532,7839.011,8912.905,561.931,505.949,19320.193,349.133,4255.396,3565.792,190.718,302.829,289.618,3035.636,167.915,666.403,199.81,219.488,2566.786,249.764,234.804,1666.832,169.985
3428.833,4540.136,5508.957,3768.752,2905.68,2066.437,282.059,11699.181,4892.573,7815.875,3091.942,1102.511,4309.946,8181.037,9437.921,612.101,523.626,19254.692,364.215,4286.236,3767.39,197.826,321.3,293.519,3202.007,174.823,709.887,205.891,223.856,2787.069,249.098,233.009,1696.035,173.398
3569.833,4833.763,5913.999,3950.69,3025.252,2244.275,314.192,13170.005,5566.701,8412.875,3364.677,1192.123,4568.34,8723.274,10048.268,665.708,565.97,21007.929,415.128,4414.849,4267.195,222.025,378.172,312.152,3439.041,175.838,772.645,217.316,247.795,3017.231,265.006,256.749,1872.211,188.772
3694.97,4990.933,6183.943,4153.438,3082.727,2340.565,325.905,13412.656,5607.398,8734.25,3545.84,1285.558,4756.829,9127.272,10529.699,656.049,604.263,21495.319,433.481,4555.498,4608.933,238.262,377.618,310.066,3720.901,176.351,877.503,225.198,254.601,3219.4,283.033,267.614,2053.188,205.306
3603.494,4955.198,5992.659,4056.992,2960.568,2357.643,319.933,12770.167,5435.394,8497.983,3409.2,1255.827,4678.029,9087.388,10322.535,634.971,589.476,20603.718,409.515,4636.159,4501.207,234.069,399.204,315.14,3726.246,199.592,821.246,227.15,273.532,3141.21,274.401,279.167,2004.165,202.792
3678.646,5195.694,6331.521,4140.648,3151.4,2489.83,344.479,13585.307,6070.227,9155.074,3547.553,1295.588,4909.375,9734.469,10881.762,682.232,575.656,21292.817,443.769,4671.554,4909.224,240.525,402.347,312.603,4016.93,207.364,979.059,226.522,302.315,3255.045,290.683,301.61,2354.791,208.938
3619.894,5058.488,6180.347,4056.676,3196.434,2391.902,318.427,13128.646,5874.132,9295.884,3467.326,1292.072,4844.706,9364.317,10754.618,661.089,535.523,20589.063,401.86,4644.062,4680.159,232.603,398.024,299.454,3633.281,193.098,876.859,218.758,285.489,3145.29,273.449,272.237,2152.88,208.297
3554.49,5005.291,6177.341,3952.315,3023.63,2353.514,322.71,12872.889,5644.172,9003.675,3318.309,1239.416,4635.236,8926.701,10442.118,670.821,521.936,21459.651,396.186,4659.313,4473.656,220.227,379.573,301.532,3556.046,186.488,774.701,214.701,271.594,3046.354,269.793,264.066,2064.418,208.901
3670.69,4957.899,6186.503,3916.357,3090.857,2351.835,312.828,13264.292,5875.985,9257.494,3387.376,1228.32,4748.07,8987.368,10353.027,699.682,534.28,21491.513,380.726,4696.581,4680.451,239.705,405.823,294.901,3871.014,193.162,800.487,206,284.926,3061.546,280.821,260.822,2224.541,220.896
3679.889,5036.763,6145.004,3912.564,3279.956,2487.761,328.767,13131.95,6380.492,9414.929,3419.118,1241.383,4804.506,9404.833,10391.607,706.949,552.671,22252.624,401.493,4787.902,4981.311,260.44,417.186,304.701,4096.608,187.809,860.308,200.626,285.752,3115.595,289.56,260.064,2311.097,203.414
3818.157,5102.939,6476.788,3951.547,3460.132,2546.426,336.045,13869.453,6793.262,9707.504,3657.74,1293.86,5081.07,9598.626,10838.996,706.31,570.698,23529.286,436.271,5157.779,5180.26,275.116,448.395,327.525,4477.818,189.727,924.351,203.079,321.083,3261.541,294.409,264.254,2402.779,215.639
3782.703,5255.769,6530.674,4226.518,3665.634,2572.211,339.719,13959.098,7267.965,10197.554,3669.28,1300.99,5095.124,9579.916,10991.661,709.023,563.413,23283.237,458.451,4948.71,5522.224,276.088,377.99,316.919,4419.131,184.593,976.994,210.337,310.865,3262.177,276.813,278.237,2669.246,219.178
3815.117,5348.647,6751.629,4664.7,3886.844,2762.932,348.976,14564.831,7375.666,10273.998,3752.063,1325.783,5223.612,9700.893,11136.776,749.256,563.355,24018.053,509.737,4997.13,5597.788,303.108,388.572,324.434,5000.089,187.39,1098.491,212.147,348.63,3463.033,279.301,289.526,3179.08,229.333
3752.529,5185.766,6851.559,4608.809,3606.843,2591.231,337.599,13747.397,6813.028,10047.134,3636.167,1237.153,4999.397,9497.219,10861.862,718.357,537.389,22452.929,462.003,4800.817,5372.344,272.207,377.918,317.604,4887.5,194.313,985.687,205.005,327.901,3339.128,259.971,269.592,2988.439,236.543
3904.158,5209.151,7090.089,4805.567,3802.611,2688.127,338.915,13963.4,6809.311,10268.933,3764.037,1267.265,5085.365,9991.619,11116.441,728.77,554.551,23080.539,500.027,5007.754,5560.628,299.062,401.283,313.832,5295.051,215.431,1040.954,208.569,366.66,3322.783,283.268,267.311,3255.811,250.79
3906.351,5359.2,7243.493,5217.826,3972.441,2751.091,336.411,14923.488,7048.88,10943.99,3918.835,1325.236,5260.693,10491.625,11604.482,772.73,591.634,23301.057,556.321,5210.7,5769.973,327.778,437.131,317.18,5548.371,218.53,1096.518,222.981,402.279,3377.748,303.566,292.131,3224.43,261.643
4012.973,5678.62,7681.409,5480.924,4321.595,2946.959,329.659,15762.379,7791.556,11209.697,4251.879,1394.295,5687.4,11010.245,12429.46,810.294,630.202,24570,645.539,5503.886,6432.085,352.592,491.091,326.724,6009.659,229.021,1178.314,232.12,438.483,3601.793,312.872,330.446,4032.299,260.629
4017.045,5641.919,7579.495,5434.523,4243.663,2907.756,320.663,15698.062,7843.615,11250.307,4273.568,1406.846,5624.985,11231.301,12585.299,838.892,649.665,24613.816,609.315,5655.396,6329.313,361.422,495.799,338.208,5925.12,229.363,1181.096,247.869,426.166,3738.092,311.138,319.438,4112.088,254.515
4068.566,5803.713,7771.261,5573.614,4309.897,2922.493,322.324,17058.258,8702.374,12026.76,4461.975,1440.89,5956.974,11718.513,12826.898,931.377,681.662,24953.947,656.353,5787.891,6547.715,397.427,548.786,343.887,5941.394,242.663,1165.963,270.368,424.409,3812.824,311.521,315.529,3917.994,252.974
4122.201,6148.039,8271.713,5735.855,4520.335,3190.836,343.345,17944.882,9501.561,12788.44,4685.854,1507.403,6160.043,12177.674,13562.144,990.307,704.059,26355.103,681.497,6162.591,6861.433,411.385,625.867,358.568,6260.568,243.026,1350.887,280.265,453.209,3987.383,342.753,343.436,4295.674,263.625
4000.222,6029.86,8024.447,5379.218,4401.322,3014.086,318.444,16792.296,9052.882,12225.079,4513.233,1507.475,6072.697,11686.117,13142.496,931.823,692.246,24870.86,577.785,5663.417,6468.94,353.094,537.308,350.067,5573.297,243.943,1193.631,270.524,418.686,3891.765,319.829,312.388,3600.325,246.168
4004.709,6090.126,8011.65,5319.717,4332.821,3038.805,298.851,16846.976,8711.667,12093.98,4470.388,1516.202,6142.762,11671.699,13018.31,905.959,682.648,24937.419,558.326,5802.356,6438.956,360.369,538.869,339.994,5715.288,227.282,1194.301,273.361,411.814,3944.204,314.283,299.691,3822.962,223.786
4018.081,6229.628,8264.537,5290.287,4346.225,3075.875,299.854,16573.234,8969.95,12047.145,4454.986,1523.122,6182.911,11962.868,13375.684,897.011,678.711,25370.701,558.699,5814.931,6457.599,360.713,573.347,349.204,6107.9,261.539,1393.84,277.128,411.17,4072.659,300.913,310.09,3864.626,227.123
4115.145,6381.202,8485.741,5369.727,4522.474,3170.58,313.857,17204.586,8796.528,12834.997,4617.312,1586.101,6386.521,12566.321,14044.817,939.961,735.464,26268.416,557.509,6016.261,6521.874,394.697,607.133,358.335,6321.972,259.372,1284.851,285.494,421.361,4209.472,311.978,316.06,3843.832,237.131
4219.909,6349.198,8612.949,5283.342,4387.911,3129.385,324.677,18006.349,8173.212,13150.731,4686.863,1583.791,6443.653,12959.968,14517.761,916.866,742.74,26518.249,522.079,6200.73,6657.896,425.742,638.646,360.053,6630.934,289.945,1250.046,292.951,434.345,4434.179,324.979,319.849,3773.164,239.187
4364.118,6666.198,8843.221,5375.324,4598.778,3387.723,350.112,19154.094,8873.527,13727.919,4921.635,1648.793,6617.658,13017.165,14941.349,951.807,774.42,27014.746,580.001,6716.025,7019.327,454.018,661.508,374.653,7085.145,309.357,1364.658,300.381,432.513,4763.052,327.716,344.891,4095.482,246.338
4450.719,6829.163,9125.85,5413.51,4731.96,3527.191,365.746,19927.569,9692.775,14624.185,5147.836,1741.323,6880.471,13380.16,15237.606,984.099,806.9,28572.035,624.621,7195.39,7350.784,479.979,725.856,416.248,7402.714,318.034,1507.465,316.129,456.681,4990.028,362.007,361.48,4344.413,252.59
4504.774,7002.593,9288.666,5548.216,4701.402,3645.393,396.109,21585.616,10314.442,15269.55,5360.599,1776.772,7124.206,13896.07,15991.746,1012.601,873.03,30373.11,670.54,7645.709,7912.917,494.958,764.242,434.979,7847.751,348.894,1536.718,330.83,455.347,5072.244,367.018,326.04,4701.123,248.942
4586.413,6991.664,9462.444,5595.169,4689.05,3653.599,395.845,21855.817,10743.729,15686.785,5438.544,1775.681,7102.602,13932.98,16033.921,1051.157,830.929,30859.695,672.529,7945.638,7951.875,507.583,727.869,480.098,8043.265,383.871,1594.877,335.731,435.387,5175.449,356.951,326.34,4749.329,262.361
4502.528,6982.167,9277.333,5820.319,4723.754,3784.77,388.325,21186.594,10498.7,15715.028,5487.972,1756.519,7106.511,13950.872,15942.029,1060.527,860.402,30066.093,675.242,7992.455,7810.57,463.761,702.484,482.533,7730.789,361.383,1499.414,344.558,454.834,5148.19,363.25,347.81,4616.938,267.501
4551.226,7213.819,9534.86,5745.628,4855.609,3994.487,401.018,22471.99,11057.755,16548.568,5728.564,1792.585,7325.656,14958.874,16625.559,1123.012,866.247,30535.432,718.192,8435.304,8372.652,478.347,748.378,514.547,8314.007,380.109,1674.401,345.952,469.193,5303.8,355.247,337.554,4991.657,276.125
4746.318,7533.507,10248.065,5633.945,5150.662,4233.778,425.969,25168.321,11736.387,17707.543,6282.585,1932.522,7925.366,16367.156,17496.311,1223.913,893.163,31241.296,777.205,8798.837,8750.275,536.298,809.922,548.913,8464.699,391.707,1781.952,376.174,497.639,5372.9,354.445,357.85,5306.998,295.387
4912.532,7662.132,10143.033,5725.976,5593.021,4300.513,438.309,24873.211,12062.884,18093.833,6563.358,1917.634,8128.11,16288.693,17576.209,1302.959,934.756,31845.937,751.628,9232.146,8889.85,573.548,846.417,568.746,9461.01,434.427,1799.942,403.69,538.819,5683.483,368.348,380.455,5930.911,305.672
4830.393,7761.584,9888.177,5708.811,5586.466,4416.606,453.81,24519.676,12763.784,17637.026,6687.013,1885.509,8095.06,16247.645,17484.403,1304.215,898.641,32297.609,737.63,9323.043,8817.157,578.051,868.186,559.934,9395.612,459.958,1905.527,409.261,554.962,5544.722,405.618,398.762,6184.248,303.745
4680.877,7567.209,9724.949,5699.711,5573.546,4356.255,449.692,24598.173,12669.437,18301.266,6443.444,1831.449,7810.865,16245.886,16780.669,1313.749,826.868,34552.461,736.053,9416.809,8385.197,614.074,949.721,568.833,9009.767,452.419,1916.499,411.294,616.118,5653.782,420.095,455.859,6446.024,309.958
