MSUSAM,MSUTDK,MSSWIT,MSJPAN,MSCNDA,MSAUST,MSNZEA,MSSWDN,MSNWAY,MSDNMK,MSGERM,MSITAL,MSFRNC,MSNETH,MSBELG,MSFIND,MSEIRE,MSHGKG,MSSARF,MSSING,MSASTR,MSINDI,MSINDF,MSMALF,MSMEXF,MSPHLF,MSPLND,MSPORD,MSKORE,MSSPAN,MSTAIW,MSTHAF,MSBRAZ,MSISRL
4751.956,7504.028,9672.279,5532.341,5576.625,4283.871,396.392,23475.641,12087.057,18222.753,6454.121,1823.421,7666.656,15855.248,16288.066,1390.73,810.287,34718.31,732.659,9090.685,8046.866,594.793,894.134,521.935,8904.291,423.974,1814.86,388.537,588.726,5541.828,409.052,428.91,6219.265,306.108
4932.33,7775.066,10045.309,5662.056,6125.073,4925.455,450.846,25105.781,13732.583,19225.937,6933.856,1891.693,8061.727,17131.508,16685.384,1552.393,789.098,40030.338,782.169,10157.955,8081.081,694.83,1002.603,565.741,8986.384,458.953,1924.366,384.032,632.609,5834.302,433.709,452.685,7468.35,329.236
5015.452,8243.386,10238.324,5640.555,6700.419,5297.196,444.667,24495.866,14289.343,20013.088,7256.571,1963.476,8370.524,17459.848,17440.883,1605.314,807.841,44424.537,891.782,10619.634,8698.531,812.951,1167.644,612.109,9418.544,497.481,2163.224,426.055,677.489,6512.293,457.207,501.021,8640.922,343.156
4803.743,7800.15,10251.784,5537.238,5957.727,4904.131,435.907,22516.009,13452.372,19232.219,7166.424,1934.055,8238.969,16807.52,15978.415,1572.249,740.21,42808.042,824.526,9805.96,8129.114,796.714,1171.164,596.841,8891.361,475.316,1996.812,427.69,612.923,6539.074,405.908,467.864,8220.725,334.504
4776.315,7589.994,9851.602,5318.292,6123.025,4731.308,434.862,21904.488,13660.671,19259.325,7286.757,1905.815,8123.607,16833.517,15693.153,1519.787,701.578,42887.874,792.189,9815.251,8122.704,856.826,1184.78,635.394,8801.569,494.32,1957.601,412.697,603.712,6324.477,400.513,478.064,8461.455,348.578
4486.439,6912.165,9298.461,5075.247,5734.094,4295.423,402.998,19339.282,10783.016,17049.973,6282.203,1720.631,7144.083,14841.33,14133.199,1403.371,692.24,37892.56,687.961,8583.907,7035.12,733.953,1161.481,629.987,8686.554,456.92,1684.946,367.417,521.457,5570.646,358.42,446.161,7762.377,334.505
4346.96,6940.989,9524.143,5110.311,6089.879,4433.371,395.684,20688.726,12319.568,18572.719,6364.894,1717.069,7262.348,15189.954,14472.08,1448.094,683.74,37048.165,728.106,8928.703,7273.025,716.39,1260.427,627.925,8740.599,438.201,1744.538,359.197,550.389,5679.353,411.59,505.886,8699.021,352.975
4330.946,6791.795,9672.525,4906.177,5756.995,4192.78,372.1,21157.866,12235.088,19326.519,6434.797,1682.476,7446.224,15735.619,15211.042,1364.803,694.684,34785.644,673.654,9086.191,7320.035,625.571,1108.3,576.127,9247.95,410.547,1881.634,358.403,526.788,5975.681,421.682,494.168,8038.588,332.246
4545.319,7231.357,9716.139,5262.705,6165.443,4547.442,381.803,22225.771,13829.341,19220.059,6733.628,1787.728,7786.487,16433.753,16020.846,1349.237,704.668,37622.985,759.054,9673.853,8176.488,694.87,1043.375,591.539,9084.733,370.855,1851.738,374.449,564.687,6166.124,439.424,503.552,9273.703,362.575
4617.845,7188.592,9702.186,5395.226,6635.27,4659.077,384.242,22751.22,14953.904,20415.226,6863.342,1802.506,7992.585,16520.328,15263.983,1357.989,674.883,37416.82,776.883,9741.232,8489.69,624.496,1085.061,573.573,9671.572,370.06,1909.558,366.899,554.776,6119.838,425.291,488.681,10339.649,380.215
4241.463,6738.117,9179.39,5027.661,6398.735,4372.448,319.033,19247.039,13995.719,19154.081,6318.873,1611.154,7205.555,14398.111,12363.737,1186.137,573.101,33419.992,704.161,9007.626,7723.81,502.311,1058.302,523.696,8829.691,308.823,1728.977,310.434,486.837,5480.946,377.243,435.839,9519.635,371.66
4192.954,6461.851,9130.482,4856.324,5954.126,4065.774,323.775,19082.823,12571.759,18633.627,6252.646,1538.281,7063.906,13825.538,11325.225,1201.954,461.002,32928.147,724.779,8951.004,7003.342,536.051,1058.416,516.85,8456.162,334.273,1953.153,299.647,479.002,5434.024,354.129,377.647,8530.937,344.49
4250.383,6253.981,8864.276,4663.194,5839.006,3900.299,305.425,18243.323,11922.657,17805.463,5870.701,1471.711,6817.543,14025.798,11294.42,1135.301,448.733,31169.212,690.588,8239.862,6590.274,529.787,987.053,471.645,8098.71,341.588,1691.225,278.127,412.891,5055.807,350.787,383.802,7688.035,342.409
3860.514,5325.425,7966.719,4142.88,5010.726,3225.887,266.37,14860.843,8310.837,14113.446,5019.716,1255.911,5844.851,11381.288,8431.308,862.654,331.863,25757.458,587.777,7009.434,4545.754,432.341,781.357,430.127,7176.321,320.073,1462.535,252.812,368.95,4550.156,284.464,337.882,5914.697,314.741
3200.304,4315.692,6989.456,3530.486,3660.681,2402.97,206.605,10899.603,5538.325,10490.197,3866.747,959.509,4534.77,8523.301,5349.21,710.02,253.241,20277.57,433.883,4977.215,2861.962,309.231,472.905,354.986,4974.957,242.2,967.463,186.45,272.572,3400.401,231.497,226.351,4019.228,258.748
2964.17,4038.324,6354.137,3486.457,3453.988,2226.335,192.512,10502.96,4700.853,9774.913,3520.638,906.47,4286.693,8030.909,4794.208,649.468,205.959,20155.247,433.087,4841.69,2445.252,276.238,417.468,350.702,4798.038,240.801,852.92,182.025,226.386,3350.971,206.488,216.925,3649.015,238.237
3002.604,3922.249,6905.925,3770.061,3358.364,2367.575,202.854,11134.479,4930.414,10144.137,3971.479,968.064,4653.669,8773.341,5312.581,688.958,198.428,20925.033,491.99,5168.874,2581.071,303.03,518.909,373.541,5022.26,237.896,890.818,199.02,271.252,3790.651,216.771,247.304,3718.326,248.062
2757.992,3678.291,6066.523,3513.825,3241.113,2055.406,185.784,9880.878,5052.325,9918.171,3307.327,833.302,3990.054,8044.416,5240.45,578.739,185.978,21019.914,430.116,4880.846,2304.105,296.934,477.597,365.399,4383.62,232.846,668.858,187.465,260.66,3223.118,195.011,237.387,3889.871,241.393
2475.326,3377.624,5422.046,3078.835,2964.089,1979.296,167.282,9536.3,4657.335,8901.374,2892.697,718.728,3611.338,7041.192,4759.426,472.601,162.677,20015.761,401.949,4337.579,1902.468,266.153,433.875,360.897,3801.5,233.479,532.612,172.466,214.492,2882.034,202.741,227.092,3776.932,259.485
2687.434,3503.354,5872.923,3145.507,3243.895,2331.502,197.449,10438.629,5090.727,9022.056,3199.347,768.861,3910.931,7338.861,5083.128,537.975,180.825,20826.132,472.515,4702.209,2371.412,298.497,524.943,362.15,4321.424,253.822,610.699,183.499,271.066,3096.21,234.773,235.078,4183.229,262.242
2945.475,3945.008,6328.026,3448.278,3696.839,2593.908,216.893,13099.34,5743.909,10676.881,3748.858,916.153,4432.084,8277.724,5732.714,690.218,206,24338.201,527.288,5525.347,2608.645,356.844,685.279,420.416,4950.175,271.504,771.397,203.003,329.141,3605.613,275.632,279.703,5028.981,273.299
3107.532,4492.222,6931.064,3803.645,4482.9,2851.479,234.447,14236.092,6977.091,12097.607,4133.452,1039.457,4996.175,9328.578,6558.963,748.416,201.729,28741.673,613.175,6898.762,3274.833,487.722,761.596,449.8,5803.249,316.752,799.761,235.017,342.599,4079.674,317.668,326.868,6139.029,299.994
3114.565,4435.034,6865.415,3870.641,4241.012,2994.112,244.358,14213.405,6394.883,12118.889,3991.629,1000.248,4790.135,9209.262,6440.288,713.35,192.831,28278.361,620.575,6865.31,3206,477.119,813.157,463.735,5858.494,315.853,836.725,233.633,339.18,4244.668,293.541,361.456,5897.037,304.258
3349.331,4846.037,7628.482,4036.273,4751.088,3300.665,266.646,16761.655,7080.222,12987.117,4461.801,1083.674,5295.989,10534.229,6997.371,712.194,202.891,32172.937,652.345,7935.454,3472.888,519.682,1012.062,511.543,6480.686,367.272,1076,241.445,402.316,4847.522,329.437,375.667,6417.284,340.402
3465.82,5114.242,8125.157,4195.174,4683.546,3571.638,285.116,17666.578,7269.843,14017.039,4647.856,1184.839,5716.939,11166.608,7722.174,772.203,213.731,29893.529,689.348,7745.643,3905.544,514.04,1004.665,511.483,6806.553,364.757,1144.396,259.066,407.048,5148.836,320.688,385.16,6527.019,334.135
3600.257,5256.779,8421.1,4124.86,5024.543,3987.52,307.482,17821.827,8091.047,14305.34,4919.16,1271.746,6066.772,12090.629,8292.367,804.485,230.092,32353.155,710.077,8194.25,4143.421,570.627,1122.71,532.458,6920.88,363.916,1124.784,280.725,456.129,5413.213,361.482,433.892,7519.271,335.959
3530.52,5324.425,8460.947,4021.404,4767.144,3990.171,311.708,18642.878,8374.919,13899.6,4723.373,1209.092,5824.316,11853.134,8133.692,740.391,205.139,33237.965,701.556,8131.1,3910.996,547.717,1081.36,557.292,6954.573,369.841,1199.383,280.91,427.496,5373.303,346.589,405.966,7727.079,341.718
3740.563,5479.248,8602.261,3980.137,5122.283,4114.217,296.089,18638.331,8860.703,14348.675,4966.103,1225.951,6055.775,12097.783,8438.582,771.323,213.029,32827.182,739.595,8527.403,3959.797,593.789,1117.366,564.433,7651.781,388.946,1301.407,284.893,430.855,5614.221,359.999,408.532,8364.37,362.401
3817.617,5623.493,8743.586,4011.056,5284.788,4185.204,307.815,18471.153,9299.148,13906.818,5026.2,1239.125,6201.519,12549.385,8424.987,776.372,223.974,33511.887,776.443,8993.976,3738.112,614.573,1181.201,568.018,7866.598,399.608,1269.47,281.988,466.728,5499.093,390.719,438.487,8500.763,383.457
3683.695,5352.885,8451.469,4087.202,4895.375,3892.341,289.372,18011.608,8613.898,14341.675,4592.467,1134.27,5743.16,12104.573,8208.715,793.992,214.065,31305.038,735.37,8454.671,3560.185,582.027,1205.079,563.035,7376.379,376.212,1255.262,253.141,446.422,4854.573,365.392,415.191,7571.292,384.641
3797.381,5275.539,8610.591,4133.048,5178.393,4025.421,284.631,18528.796,8176.222,14157.704,4490.3,1070.885,5611.608,11554.213,8099.381,774.801,205.66,32528.002,732.873,8522.097,3430.902,589.887,1161.001,567.95,7689.711,398.061,1191.886,237.951,444.037,4503.938,351.986,433.259,7915.699,393.026
4024.789,5590.273,9129.719,4341.961,5609.732,4361.508,296.536,19898.789,8704.543,15292.216,4896.504,1148.865,5960.418,12425.58,8340.856,872.481,223.482,34326.46,811.964,8880.742,3692.362,644.403,1299.603,619.521,8482.895,420.382,1323.295,253.057,485.534,4662.122,375.754,496.61,8493.268,421.962
4089.279,5527.43,8698.084,4335.305,5692.582,4337.051,307.648,20964.206,8857.274,16182.418,4811.345,1069.965,5659.038,12379.534,8049.865,795.51,241.657,33494.91,821.639,9394.116,3704.94,656.5,1378.892,646.248,8495.637,441.91,1315.025,231.089,512.965,4439.296,385.317,484.105,8417.684,391.744
3759.572,4926.28,7768.38,3984.734,5303.15,3612.909,267.705,18068.93,7408.322,14340.548,4310.233,915.672,4942.523,10888.933,7439.19,694.43,193.715,31364.045,761.452,8560.441,3100.576,604.061,1274.592,601.464,7945.202,422.351,1122.321,211.992,444.678,3713.558,347.495,471.056,7535.198,348.707
3559.653,4816.459,8100.148,3904.897,5029.586,3534.749,265.369,18587.334,7183.788,14470.841,4301.581,908.134,4870.798,10814.348,7316.167,646.427,179.238,32326.636,734.57,8882.455,2884.694,629.974,1357.388,620.894,7717.667,433.211,1037.779,210.732,448.777,3709.299,340.851,488.301,7201.536,344.425
3808.436,5400.988,8489.78,4044.011,5391.622,3965.549,284.633,20759.69,8463.531,15960.469,4710.04,1051.872,5476.071,12004.676,8077.79,725.37,191.621,34204.209,827.036,9587.557,3409.631,634.549,1443.199,655.47,8168.657,445.544,1242.326,233.742,482.717,4528.796,373.503,518.169,8190.63,340.898
3639.268,5294.325,8701.422,3951.722,5288.658,3844.4,275.183,19556.434,8033.282,15199.048,4430.814,973.538,5144.943,11122.24,7773.874,696.172,162.071,34565.398,803.282,9518.653,3255.557,625.42,1403.883,697.869,7757.266,470.652,1199.143,229.456,470.258,4282.405,368.852,566.835,7928.139,349.838
3970.138,5769.21,9178.293,4134.97,5702.259,4371.686,301.486,23179.523,9297.129,17028.002,5018.006,1089.373,5890.153,12583.327,8753.084,818.037,173.121,39405.262,921.073,10289.523,3705.106,727.244,1600.509,737.948,8603.326,561.311,1407.345,254.039,526.012,4735.937,408.579,647.169,8768.671,384.301
4126.484,5996.792,9387.579,4219.316,5882.808,4497.088,322.667,23291.034,9649.225,17607.854,5409.814,1159.297,6189.739,12799.065,9123.864,851.538,176.689,40275.422,936.918,10632.656,3961.318,739.056,1647.045,757.501,9309.895,570.544,1474.296,277.426,534.038,4961.457,419.761,659.241,8896.439,382.787
4131.084,5702.253,9048.902,4308.06,5945.569,4341.481,318.272,22646.251,8832.319,16488.992,5134.99,978.699,5518.628,11563.536,7997.302,773.15,162.242,41032.206,907.503,10457.852,3557.221,690.789,1534.319,735.992,9491.7,495.601,1332.941,237.896,534.27,3955.092,426.373,661.733,8472.33,376.213
4407.359,6118.445,9867.678,4636.532,6405.832,4801.755,336.272,24901.827,10398.72,18230.718,5494.48,1064.749,6001.033,12821.094,8441.147,866.116,184.294,41298.014,1042.051,10987.353,4139.292,743.324,1590.157,778.216,10038.855,541.441,1470.848,252.467,593.45,4337.338,479.525,685.211,9079.946,402.615
4513.031,6239.193,9836.357,4642.432,6434.461,4692.206,339.703,25784.132,10206.928,18596.387,5735.089,1183.234,6417.68,13380.825,8603.987,904.985,188.681,41998.618,914.753,10964.965,4268.951,646.247,1432.299,785.043,9753.606,484.966,1492.289,266.893,609.143,4933.829,494.866,624.786,8701.314,391.389
4664.337,6508.574,10204.618,4854.246,6904.17,4908.59,336.739,25707.476,10987.606,19523.313,5935.453,1216.388,6641.868,13904.231,8834.863,847.588,201.243,40610.241,973.445,10415.557,4335.711,634.844,1518.373,770.427,9836.755,478.654,1501.383,273.742,571.465,4976.232,451.433,660.94,8961.495,382.107
4669.889,6350.08,10055.789,4411.504,6905.507,5017.227,351.181,26275.972,11107.3,19992.412,5910.61,1211.332,6635.67,14171.809,8910.555,884.747,201.475,41128.682,1022.633,10918.569,4388.263,705.348,1665.064,811.313,10099.129,526.544,1572.512,274.447,638.309,4935.854,459.15,713.767,9320.331,392.778
4812.786,6799.623,11044.438,4427.617,6989.742,5306.796,380.225,28823.223,11870.161,20632.561,6581.84,1313.884,7165.842,14678.61,10017.706,950.556,223.425,42151.521,1076.26,11536.344,4506.314,697.986,1748.535,826.893,10277.475,557.07,1737.533,285.835,680.322,5331.549,489.63,762.218,9259.936,381.252
4760.617,6651.9,11278.251,4355.607,6778.772,5040.612,400.463,27948.344,11401.916,19654.693,6200.079,1224.129,6936.63,13975.485,9582.873,864.645,209.371,42387.002,1020.286,11317.503,4367.089,668.49,1762.597,824.13,9946.623,535.22,1681.192,284.776,656.814,5052.301,487.453,730.718,8972.195,390.228
4679.897,6460.386,10787.455,4419.567,6589.677,4988.903,391.116,26481.587,10990.455,18707.408,6323.503,1189.266,6983.976,13573.856,9184.355,824.339,216.746,40735.618,1002.449,11140.877,4479.204,680.308,1797.517,840.093,10043.981,543.759,1637.811,278.667,644.136,5038.755,467.052,700.329,8944.239,372.789
4588.744,6464.751,10759.79,4576.233,6450.865,4879.256,413.679,25211.441,10915.795,18052.518,6077.49,1079.201,6422.742,12988.98,8798.025,741.278,200.97,41559.198,995.366,11672.273,4189.109,664.725,1929.078,838.447,9965.142,580.267,1591.721,264.263,655.627,4675.283,472.04,781.352,8559.456,364.944
4334.932,5992.636,10047.081,4204.379,6223.584,4665.053,398.138,22400.506,10135.336,15627.797,4948.345,920.546,5733.094,11749.825,8255.928,712.51,188.065,39024.208,982.347,10572.403,3594.191,582.619,1776.703,774.077,9533.46,557.758,1391.616,247.537,567.796,4274.398,429.452,723.813,8006.926,319.487
4023.147,5466.267,8902.479,4137.917,5348.256,3983.987,365.625,19425.663,8621.175,14190.522,4363.471,820.227,4903.613,10617.626,7433.85,609.142,172.108,32628.614,834.077,9112.685,2792.989,544.651,1600.494,697.475,8061.868,506.384,1103.68,217.359,494.389,3926.247,384.355,599.934,6535.527,278.224
4465.154,6125.252,9652.033,4127.734,5908.688,4661.796,372.058,22507.982,10132.78,15250.073,5066.173,931.541,5534.418,12002.482,7836.573,696.468,194.153,36721.795,909.245,10076.353,2976.641,591.289,1736.319,784.24,9181.766,557.007,1252.853,225.526,568.931,4273.986,410.679,674.553,7803.939,314.749
4452.91,5959.914,9114.624,3945.686,5751.249,4349.964,346.202,21348.731,9651.961,15705.032,4853.421,867.241,5205.893,11315.195,7637.464,651.563,196.92,34015.907,911.615,9260.704,2660.565,496.886,1638.217,749.068,9008.233,522.881,1131.69,205.842,532.791,3929.445,371.837,653.17,7260.976,292.123
4495.07,5964.3,9270.919,3978.698,5627.019,4283.507,357.617,21139.859,9448.513,15367.633,4535.545,827.861,5041.046,11318.951,7600.03,597.634,210.643,34681.099,892.376,9019.728,2650.311,467.064,1693.493,779.134,8822.719,541.994,1036.703,197.065,523.639,3853.255,382.899,668.74,7119.723,291.509
4706.759,6174.878,9507.227,4158.578,5963.589,4661.378,382.218,22365.774,9775.684,16044.85,5020.185,880.539,5318.66,11677.343,7899.339,640.924,208.921,37961.753,962.212,10327.806,2923.183,565.039,1759.149,813.702,9477.525,597.973,1193.329,190.13,578.9,3905.074,417.34,724.04,8202.293,318.169
4914.136,6497.274,10021.061,4368.571,6177.206,4803.932,395.502,24765.273,11289.051,18349.729,5441.888,924.749,5697.298,12194.025,8625.072,693.256,221.453,41225.238,1030.502,10823.653,3174.412,592.267,1735.607,848.749,9763.772,629.013,1245.595,201.385,607.709,3975.016,448.36,812.841,8649.928,311.032
5071.5,6419.802,10252.335,4430.212,5996.437,4669.334,417.784,24269.623,10870.872,18167.982,5490.458,901.517,5660.478,12307.997,9044.849,700.258,231.289,39337.922,992.692,10759.291,3086.684,560.713,1762.283,845.736,10197.689,659.025,1218.338,200.291,604.571,3735.657,438.349,810.159,8102.933,316.893
5040.928,6502.209,10160.988,4288.745,6029.206,4759.95,420.303,23908.461,10634.308,18754.911,5336.046,825.519,5326.625,11818.647,8908.715,648.28,226.927,39656.567,1000.02,10856.564,2963.47,534.178,1752.612,839.154,10144.158,677.45,1182.362,191.848,605.434,3278.387,420.04,839.341,7604.055,321.201
4731.22,5756.929,9097.232,3905.998,5384.137,4144.731,381.449,20574.318,9083.78,16520.737,4622.301,694.672,4754.344,10597.261,8174.473,539.166,205.657,35801.085,891.713,9748.654,2428.037,472.234,1555.455,804.284,8944.49,649.962,981.5,157.735,536.695,2720.729,398.935,742.585,6508.665,282.595
4918.302,6165.557,9671.036,4107.103,5542.459,4434.882,384.504,22446.805,9848.2,17618.235,4846.039,798.19,5197.931,11472.724,9134.765,556.222,220.769,37412.413,937.332,10352.914,2635.114,507.249,1639.551,815.01,10085.343,686.221,1155.407,165.543,552.427,3292.968,396.849,766.181,6582.998,273.704
4984.978,6237.719,9883.185,4009.035,5666.178,4765.156,412.13,23879.492,10214.096,18568.269,4968.237,754.729,5200.671,11875.994,9207.01,560.332,207.186,38723.76,965.896,11165.383,2619.164,505.102,1736.292,840.289,10314.925,700.328,1142.403,160.733,572.427,3068.932,401.912,785.851,6678.243,285.127
5101.984,6448.75,10107.262,3980.037,5909.868,4775.354,413.683,23901.394,10915.03,19193.307,5226.642,837.301,5505.526,12382.337,9760.103,592.551,206.679,39020.679,958.373,11118.698,2661.568,510.793,1674.379,845.567,10082.064,683.645,1205,176.433,567.514,3473.648,413.82,790.254,6708.574,279.064
5232.081,6600.807,10423.563,4075.554,6131.751,4901.245,445.312,24835.111,11190.769,19615.112,5521.383,859.138,5580.796,12531.651,10061.425,615.285,217.464,42102.622,999.407,11450.551,2826.068,585.512,1762.249,858.471,10767.319,716.943,1307.841,187.181,606.968,3672.058,443.654,852.41,6896.931,291.294
5137.66,6642.806,10697.346,3999.211,6112.338,5030.961,451.155,24247.546,11064.33,19449.462,5613.171,888.088,5731.089,12944.234,10000.566,632.75,216.064,42721.869,973.737,11278.228,3017.951,563.296,1812.646,879.842,10745.36,737.057,1277.199,193.51,589.397,3785.736,416.537,837.739,6834.359,293.776
5171.124,6737.711,11118.724,4094.192,6085.954,5088.311,457.47,25018.835,11134.335,19777.301,5759.65,906.696,5973.93,13352.832,10484.375,666.862,211.581,44094.588,965.374,11470.689,3182.879,588.457,1751.709,855.673,10937.162,777.735,1347.033,188.735,604.991,3856.317,446.488,850.549,6630.517,298.526
5220.28,6876.91,11261.64,4311.472,6183.942,5238.898,466.262,26088.252,11309.549,20268.931,5991.387,939.303,6191.259,13719.696,10695.101,696.218,223.902,44486.965,1061.995,11814.69,3366.36,588.35,1781.819,890.284,11386.226,799.76,1461.402,206.871,636.099,4035.579,450.513,902.405,7143.756,280.121
5496.521,7143.172,12234.31,4469.781,6299.33,5527.471,512.881,28198.583,12059.611,22561.571,6318.302,1023.075,6537.405,14820.781,11025.837,744.06,233.933,47086.776,1002.967,11985.833,3512.707,617.828,1821.801,847.922,12013.297,861.823,1416.339,228.661,612.542,4314.121,451.592,955.14,7351.038,281.714
5567.152,6965.409,12358.255,4589.065,6211.805,5744.788,504.811,28551.888,11569.791,21871.921,6070.682,894.258,6316.556,13847.035,11369.143,731.724,242.298,46793.736,982.575,12003.152,3437.174,572.531,2005.629,861.402,11648.834,936.943,1363.48,209.426,643.184,4061.064,453.374,977.746,7168.351,288.377
5776.561,7048.242,12576.43,4816.015,6249.642,5715.347,517.037,28643.936,11360.808,21152.072,6007.33,847.503,6229.144,14053.5,11645.619,717.286,252.788,46040.941,967.974,12171.507,3212.023,573.333,2021.308,882.331,12078.865,951.419,1293.035,206.195,615.659,3819.814,449.578,993.723,7088.484,300.037
5890.806,7265.402,13158.067,5238.533,6162.062,5982.278,550.134,29348.347,11787.658,22016.059,6262.441,948.852,6606.377,14575.924,11852.602,762.853,249.685,47235.454,965.819,12589.325,3417.934,597.309,2062.629,923.82,11833.181,975.875,1305.69,228.65,600.909,4222.305,467.723,1026.17,7221.436,295.353
6014.938,7275.003,12826.741,4942.007,6132.648,5258.606,479.156,29097.352,11762.629,21146.946,6477.054,964.891,6763.658,15029.204,11715.627,759.713,248.702,46421.575,914.143,11963.469,3386.546,579.713,1982.269,951.855,11131.61,948.403,1349.376,218.123,603.732,4101.75,467.35,957.865,6708.94,291.904
5934.743,6896.873,12581.374,5028.74,5794.979,4921.693,463.362,27133.763,10798.478,20346.904,6212.16,859.224,6444.531,14488.782,11211.655,727.362,243.691,43916.454,896.972,11401.064,3124.984,541.206,1889.54,937.429,10728.269,869.32,1236.199,207.005,554.37,3804.702,456.762,909.527,5869.047,287.555
6246.996,7351.318,13065.838,5059.075,6131.38,5060.79,476.975,30129.354,11704.825,22043.067,6616.05,947.868,7032.069,15917.577,12109.557,772.392,261.55,45740.841,918.85,11824.746,3368.168,526.174,1764.103,912.328,10932.822,891.616,1348.469,216.449,574.849,4294.402,462.289,882.578,5779.914,291.136
6074.659,7320.357,12894.613,4950.326,6076.032,5140.147,468.989,29240.85,11500.162,22160.721,6444.488,956.073,6875.041,15735.666,11928.087,786.745,272.896,45158.617,907.06,11179.088,3503.679,469.626,1493.917,875.384,10214.656,787.31,1381.475,218.738,596.645,4186.805,461.175,783.86,5659.611,283.468
6275.865,7728.187,13775.972,5366.374,6318.274,5511.716,544.986,31258.317,11789.414,23141.132,7003.022,1029.344,7445.045,16641.934,12740.52,920.758,284.993,47821.676,976.905,11932.196,3722.244,512.788,1437.464,909.287,10545.4,824.575,1457.592,229.34,637.047,4786.353,474.001,862.983,6363.802,294.789
6554.499,7998.861,14128.499,5366.412,6529.593,5818.516,554.896,31309.718,12618.127,23525.133,7403.06,1152.495,7746.739,17436.118,13358.627,981.062,305.69,48811.846,1027.712,12359.247,3862.474,566.933,1572.677,961.834,10971.966,889.916,1562.364,230.678,665.497,5227.969,495.104,918.434,6751.605,295.573
6741.446,8080.289,14215.82,5446.443,6473.37,5562.534,525.198,31653.99,12290.306,24632.08,7717.892,1131.487,7770.437,17686.166,13278.926,1015.895,319.617,49352.966,988.888,12174.633,3959.059,547.698,1381.059,944.957,11275.836,838.277,1587.105,238.34,673.805,5218.248,487.565,837.558,6303.165,314.26
6922.497,8301.306,14365.104,5490.527,6581.97,5466.261,523.096,32878.186,12484.715,25523.122,7932.854,1139.625,7903.561,18082.701,13775.507,1030.325,317.29,49422.377,1000.567,12018.269,3846.481,565.805,1370.242,958.625,11410.491,783.689,1514.36,232.269,662.713,5338.949,494.546,772.971,6015.436,313.474
6687.485,7944.727,14083.788,5278.733,6314.128,5169.844,531.429,31575.842,11681.957,26367.97,7546.498,1145.6,7513.38,17039.027,12941.688,951.79,326.756,46652.846,899.993,11231.741,3751.046,544.323,1428.563,905.095,10667.528,785.537,1426.935,226.403,626.51,5233.539,478.253,757.112,5379.255,326.022
7001.931,8503.006,15078.514,5250.681,6596.228,5571.06,571.413,33852.432,12563.13,30294.293,8052.315,1227.265,8149.171,18073.536,14127.346,1054.73,389.554,48846.805,983.152,11612.471,3849.721,562.979,1574.603,941.758,10274.244,862.786,1598.247,250.623,648.351,5466.672,486.413,791.026,5574.158,349.925
7050.019,8233.285,15102.104,5190.163,6697.44,5792.216,610.205,33863.687,12757.101,29730.568,7911.951,1305.899,8137.36,18278.763,14105.593,1032.981,362.435,47760.895,1049.277,11910.68,3740.996,611.99,1661.206,954.663,10843.614,864.556,1566.484,254.855,649.677,5595.268,499.999,830.84,6187.771,372.116
7092.383,8606.558,15376.244,5056.248,6895.885,5900.518,636.814,34093.318,13387.995,29931.103,7992.44,1327.017,8377.334,18004.344,14428.657,1062.835,365.563,49007.437,1046.772,12383.179,3757.964,605.221,1683.889,966.21,10877.224,900.426,1560.244,258.376,660.586,5761.625,505.941,865.974,6429.449,365.083
7261.646,8677.097,15554.068,5261.521,6952.386,5965.463,596.887,34395.475,14108.569,29588.303,8142.406,1316.212,8446.958,18225.195,14687.625,1090.549,351.473,51347.135,1066.383,12617.61,3744.715,663.173,1690.724,980.546,11212.512,919.468,1562.319,256.566,685.492,5906.143,525.87,838.295,6317.362,368.81
7417.225,8732.42,15469.038,5537.404,7371.817,5957.184,604.156,33776.281,14137.536,30707.36,8090.115,1309.386,8332.279,18399.929,14891.945,1091.154,329.967,51704.647,1097.829,12591.054,3733.225,689.509,1673.753,988.156,11558.458,944.257,1553.581,250.145,691.183,6007.292,551.808,895.385,6661.597,381.079
7312.88,8622.08,14853.57,5569.507,7369.966,6127.652,594.078,32702.878,13603.589,29969.164,7569.166,1239.085,7830.964,17423.688,14288.358,1083.702,318.137,54871.106,1107.729,13119.538,3307.826,697.868,1810.708,988.997,11719.693,951.903,1463.599,210.567,703.715,5819.238,553.919,910.521,6786.841,384.709
7606.391,8655.101,15181.277,5448.806,7537.945,6191.792,587.561,32632.905,13865.445,29586.065,7501.41,1211.192,7918.137,17792.218,14650.693,1088.105,328.856,54353.388,1129.63,12971.208,3233.77,715.783,1786.439,1001.194,12311.211,978.203,1491.028,207.385,698.285,5741.208,575.338,960.602,7537.731,374.602
7487.563,8204.187,14789.009,5416.102,7053.539,5485.501,551.777,31818.326,13097.968,29541.476,7186.816,1197.039,7638.319,17546.682,14337.99,1059.709,319.625,50368.63,1026.435,12441.611,2930.274,705.639,1731.418,956.8,11799.856,983.553,1520.452,187.891,640.998,5562.164,535.19,964.533,6089.708,382.539
7668.259,8011.825,14679.287,5345.581,6855.521,5775.168,549.222,31318.612,11812.318,28834.264,7041.36,1127.24,7303.546,17167.739,14045.723,1054.71,312.424,53793.498,1095.1,12300.24,2951.903,733.53,1737.843,958.271,11746.06,978.618,1464.579,171.731,620.777,5343.638,548.578,959.624,6121.461,378.224
